Unit Name,Current Guesty Tags,CITY,PMC-INFORMATION,PROPERTY-EMAIL,VILLA NET DESTINATION TAG,VILLA NET PROPERTY MANAGER NAME,VILLA NET PARTNER RESERVATION EMAIL,VILLA NET RANK,VILLA NET COMMISSION RATE,VILLA NET EXCLUSIVE UNITS MANAGED,VILLA NET YEARS IN BUSINESS,VILLA NET AVG RESPONSE TIME HOURS,VILLA NET CALENDAR SYNC 99,VILLA NET CREDIT CARD ACCEPTED,VILLA NET INSURED,VILLA NET BANK TRANSFER ACCEPTED,VILLA NET STANDARDIZED HOUSEKEEPING,VILLA NET STAFF GRATUITY GUIDELINE,VILLA NET GATED COMMUNITY,VILLA NET GOLF VILLA,VILLA NET RESORT VILLA,VILLA NET RESORT COLLECTION NAME,VILLA NET CHEF INCLUDED,VILLA NET TRUE BEACH FRONT,VILLA NET COOK INCLUDED,VILLA NET WAITER BUTLER INCLUDED,VILLA NET OCEAN FRONT,VILLA NET OCEAN VIEW,VILLA NET WALK TO BEACH,VILLA NET ACCESSIBLE,VILLA NET PRIVATE GYM,VILLA NET PRIVATE CINEMA,VILLA NET PICKLEBALL,VILLA NET TENNIS,VILLA NET GOLF CART INCLUDED,VILLA NET HEATED POOL
Villa Beach House,"Ici et La, Flamands, St. Barts",Flamands,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Bianca,"Ici et La, Corossol, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Elle 4BR,"Ici et La, Pointe Milou, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Infra,"Ici et La, Corossol, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa K 4BR,"Ici et La, Anse des Cayes, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Les Sables,"Ici et La, Lorient, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Lin 3BR,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Linda 5BR,"Ici et La, Marigot, St. Barts",Vitet,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Maria,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Nina,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Pinta,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Pyramide 3BR,"Ici et La, Pointe Milou, St. Barts",Pointe Milou,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Vi 4BR,"Ici et La, Saint Jean, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Yaya,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Vitti,"Ici et La, Shell Beach, St. Barts",Shell Beach,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Voyage 5BR,"Ici et La, Colombier, St. Barts",Colombier,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Wastra,"Ici et La, Gustavia, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
White Sun,"Ici et La, Petite Saline, St. Barts",Petite Saline,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Wild Banana,"Ici et La, Saint Jean, St. Barts",Gustavia,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Wine Note 5BR,"Ici et La, Saint Jean, St. Barts",Saint Jean,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Wish,"Ici et La, Colombier, St. Barts",Colombier,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ylang Ylang 2BR,"Ici et La, Flamands, St. Barts",Flamands,Ici & La,rental@icietlavillas.com,St. Barts,Ici & La Villas,villas@icietlavillas.com,9.2,12,270,35,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Belle Fontaine,"FWI, St. Martin", ,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Casa Sand ,"FWI, St. Martin", ,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
La Rose Desert ,"FWI, St. Martin", ,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Agama,"FWI, St. Martin", ,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Villa Callisto 3BR,"FWI, St. Martin", ,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Baltazar 5BR,"FWI, St. Martin",Cul-de-Sac,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
El Grande Azure 5BR,"FWI, St. Martin",Cul-de-Sac,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,yes
Villa Abaca,"FWI, St. Martin",Cul-de-Sac,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes
Villa La Siesta 5BR,"FWI, St. Martin",Cul-de-Sac,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no
Villa Mapai 6BR,"FWI, St. Martin",Cul-de-Sac,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes
Villa Z'abricot 6BR,"FWI, St. Martin",Cul-de-Sac,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Villa Bahari,"FWI, St. Maarten",Cupecoy,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no
Chez Paulette,"FWI, St. Martin",Grand Case,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Villa Be Happy,"FWI, St. Martin",Grand Case,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Aqua Vista 6BR,"FWI, St. Maarten",Indigo Bay,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Villa Numa 6BR,"FWI, St. Maarten",Indigo Bay,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Mille Fleurs ,"FWI, St. Martin",Les Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes
Nuit Jade 5BR,"FWI, St. Martin",Les Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Villa Oceane 4BR,"FWI, St. Martin",Les Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
C'est La Vie,"FWI, St. Martin",Marigot,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes
Coco Paillette ,"FWI, St. Martin",Marigot,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Villa Arawak ,"FWI, St. Martin",Marigot,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Villa Mariposa ,"FWI, St. Martin",Marigot,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Villa Monchal ,"FWI, St. Martin",Marigot,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Villa Riviera,"FWI, St. Martin",Marigot,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,yes
Monte Verde 4BR,"FWI, St. Martin",Orient Bay,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Ocean's One 4BR,"FWI, St. Martin",Orient Bay,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Villa Mango,"FWI, St. Martin",Orient Bay,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Villa Amalia ,"FWI, St. Maarten",Philipsburg,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,yes
Fleurs de Lys ,"FWI, St. Martin",Quarter of Orleans,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Indigo Pearl,"FWI, St. Martin",Quarter of Orleans,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Karukera 4BR,"FWI, St. Martin",Quarter of Orleans,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Villa Dulce,"FWI, St. Martin",Quarter of Orleans,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Villa Sunrise,"FWI, St. Martin",Quarter of Orleans,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Villa Topaze,"FWI, St. Martin",Quarter of Orleans,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
Villa Turquoze,"FWI, St. Martin",Quarter of Orleans,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
Bahia Blue ,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes
Just in Paradise 3BR,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
La Favorita 3BR,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
Les Oliviers 4BR,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Mirabelle 3BR,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Mongoose Run,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes
Nuit D'Etoiles ,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sea Vous Play ,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Villa Always ,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Villa Amber ,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Villa Angelsmart ,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Villa Mirabelle ,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Villa No Limit ,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
Wellness ,"FWI, St. Martin",Sandy Ground,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
Villa Alma,"FWI, St. Maarten",Simpson Bay,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no
Villa Enjoy,"FWI, St. Martin",Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no
Villa Giselle ,"FWI, St. Martin",Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes
Villa Greystone ,"FWI, St. Martin",Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Villa Imagine,"FWI, St. Martin",Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Villa La Dacha ,"FWI, St. Martin",Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes
Villa Mes Amis ,"FWI, St. Martin",Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,yes
Villa Sandyline ,"FWI, St. Martin",Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,yes
Villa Truffle ,"FWI, St. Martin",Terres Basses,100% Villas,reservations@villasfwi.com,St. Martin / St. Maarten,100% Villas,reservations@villasfwi.com,9.7,12,70,10,2,yes,yes,yes,yes,yes,5-15%,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes
Atelier House,"Sotheby, Barbados",Carlton,Sotheby - Barbados,Laura@barbadossothebysrealty.com,St. Martin / St. Maarten,Sotheby's Barbados,rentals@barbadossothebysrealty.com,8.7,12,not populated,15,6,no,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Aqua 4BR,"Sotheby, St. Maarten",Indigo Bay,Sotheby - St Maarten,reservations@stmartinsothebysrealty.com,St. Martin / St. Maarten,Sotheby's St. Martin,reservations@stmartinsothebysrealty.com,9.7,12,57,25,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Aqua Dream 6BR,"Sotheby, St. Maarten",Indigo Bay,Sotheby - St Maarten,reservations@stmartinsothebysrealty.com,St. Martin / St. Maarten,Sotheby's St. Martin,reservations@stmartinsothebysrealty.com,9.7,12,57,25,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Blue Dove,"Sotheby, St. Maarten",Cupecoy,Sotheby - St Maarten,reservations@stmartinsothebysrealty.com,St. Martin / St. Maarten,Sotheby's St. Martin,reservations@stmartinsothebysrealty.com,9.7,12,57,25,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Condo Sea Esta (4BR),"Sotheby, St. Maarten",Cupecoy,Sotheby - St Maarten,reservations@stmartinsothebysrealty.com,St. Martin / St. Maarten,Sotheby's St. Martin,reservations@stmartinsothebysrealty.com,9.7,12,57,25,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Diamond 5BR,"Sotheby, St. Maarten",Cupecoy,Sotheby - St Maarten,reservations@stmartinsothebysrealty.com,St. Martin / St. Maarten,Sotheby's St. Martin,reservations@stmartinsothebysrealty.com,9.7,12,57,25,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Etoile de Mer (4BR),"Sotheby, St. Maarten",Simpson Bay,Sotheby - St Maarten,reservations@stmartinsothebysrealty.com,St. Martin / St. Maarten,Sotheby's St. Martin,reservations@stmartinsothebysrealty.com,9.7,12,57,25,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Five Minutes More 4B,"Sotheby, St. Maarten",Philipsburg,Sotheby - St Maarten,reservations@stmartinsothebysrealty.com,St. Martin / St. Maarten,Sotheby's St. Martin,reservations@stmartinsothebysrealty.com,9.7,12,57,25,2,yes,yes,yes,yes,yes,10-15%,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
